DT_GERACAO;SG_UF;NM_UE;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_FEDERACAO;SG_FEDERACAO;DS_COMPOSICAO_FEDERACAO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5001;PASTOR HENRIQUE VIEIRA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5000;TARCÍSIO MOTTA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5055;DR DENILSON PRATA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;2929;HENRIQUE SIMONARD;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1216;JONATAS DIAS;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1206;ELAINE SAMPAIO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1243;HUGUINHO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1251;PAULÃO CARVALHO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1235;MOISES BOECHAT;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1267;MARCIA BRAGA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1278;WILL DO GUETTO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1250;CLAUDIO VIGILANTE;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1266;ZEZÉ AMIGA DE FÉ;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1329;LOURENÇO DO VALLE;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1310;NÍSIA TRINDADE;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1331;FREIXO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1320;MÁRCIA PEIXOTO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1300;LINDBERGH;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1311;ADELSON GUEDES;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1350;BENNY BRIOLLY;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1347;ORLANDO CARIOCA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4018;ELAINE FERREIRA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4032;SIDNEY JESUS;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4080;IGOR CRESPO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4030;PAULO ANGELITO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4065;MARCUS SÃO THIAGO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4099;ARY GIROTA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5012;DR EMANUEL TORQUATO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;2989;EDILEUZA RAMOS;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;2900;RENATO BULHÕES;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;2999;EDUARDO LOPES;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1256;VIGILANTE JORGE ROSA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1220;RICARDO DO MATERIAL;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1239;VINICIUS ASSIS;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1233;CRIS GEMEAS;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1215;ANDRE SUZANO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1276;ÍNDIO DAS CADEIRAS;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1240;DELEGADA MARTHA ROCHA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1207;LUCAS TERRA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1367;PASTOR WAGNER AVELLAR;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4343;LÉO PICCIANI;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1357;VITOR ARANHA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1325;LEO CDD;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;8080;PÉTALA;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4012;DR JOÃO LEONEL BRIZOLA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4003;PAULA DO VOLEI;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4027;VANESSINHA MONTEIRO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4019;SAMUEL FAYAD;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4001;EDUARDO FURTADO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4066;SELMINHA SORRISO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1616;ELIAS ALFREDO;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA  DOS TRABALHADORES UNIFICADO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSTU
